OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/sdiv15prop.cnf,	Maximum resident set size (kbytes): 2097220,	Elapsed (wall clock) time (h:mm:ss or m:ss): 10:32.16,0,0,4734224	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:31.67,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/sdiv16prop.cnf,	Maximum resident set size (kbytes): 5555104,	Elapsed (wall clock) time (h:mm:ss or m:ss): 30:35.27,0,0,12719728	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 9:40.03,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/sdiv17prop.cnf,	Maximum resident set size (kbytes): 17639156,	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:10:50,0,0,41704580	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 34:38.06,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T103.2.0.cnf,	Maximum resident set size (kbytes): 1784076,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:01:03,0,0,133956	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:04.42,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T105.2.0.cnf,	Maximum resident set size (kbytes): 1754428,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:02:13,0,0,146068	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:04.80,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T107.2.0.cnf,	Maximum resident set size (kbytes): 1503028,	Elapsed (wall clock) time (h:mm:ss or m:ss): 39:30.00,0,0,200964	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:06.86,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T116.2.0.cnf,	Maximum resident set size (kbytes): 1203852,	Elapsed (wall clock) time (h:mm:ss or m:ss): 12:52.62,0,0,68108	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:02.38,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T117.2.0.cnf,	Maximum resident set size (kbytes): 1193748,	Elapsed (wall clock) time (h:mm:ss or m:ss): 11:26.44,0,0,89076	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:02.96,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T122.2.0.cnf,	Maximum resident set size (kbytes): 2695700,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:56:49,0,0,331400	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:10.37,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T125.2.0.cnf,	Maximum resident set size (kbytes): 1404232,	Elapsed (wall clock) time (h:mm:ss or m:ss): 26:06.92,0,0,118300	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:03.80,0,0,0,0,0,0,0,0
OVERVIEW_CSV,/nfs/scratch/bzchartu/unsat_2018_solved/T129.2.0.cnf,	Maximum resident set size (kbytes): 1819972,	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:00:41,0,0,128576	/local_ssd/pico.trace,	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:04.15,0,0,0,0,0,0,0,0
