std_raw.csv,89,T77.2.0.cnf,324.0,1918772,836828,98.0,352472,12.0,74,4142201,296206,502827882
std_raw.csv,90,T82.2.0.cnf,265.0,2021540,832020,82.0,272348,10.0,62,3653843,249627,390943897
std_raw.csv,91,T84.2.0.cnf,239.0,1949720,810932,74.0,250676,10.0,62,5055105,250239,359362455
std_raw.csv,92,T86.2.0.cnf,261.0,1988608,824664,73.0,242312,9.0,56,5315162,237663,374197218
std_raw.csv,93,T87.2.0.cnf,281.0,2021520,849340,69.0,224476,9.0,58,4937550,235535,435886760
std_raw.csv,94,T90.2.0.cnf,268.0,1958280,812800,71.0,230080,9.0,59,2522846,243234,395933118
std_raw.csv,95,T92.2.0.cnf,300.0,1987524,826804,73.0,235960,9.0,72,3269931,273540,437344956
std_raw.csv,96,T93.2.0.cnf,295.0,1997872,851840,110.0,439108,14.0,77,6258467,305693,435500426
std_raw.csv,97,T96.2.0.cnf,222.0,1907772,819272,71.0,230028,9.0,58,5302909,226193,322814502
std_raw.csv,98,T98.2.0.cnf,282.0,1958716,821296,68.0,224096,9.0,58,5889994,232294,431121927
std_raw.csv,99,terminator_03_true-unreach-call_true-termination.i.cnf,535.0,256792,780100,140.0,700876,16.0,210,5484306,1029894,1588631305
std_raw.csv,100,udiv35prop.cnf,1396.0,66556,1267176,4857.0,21116336,525.0,1647,13625552,10214736,2898422859
